Sockets\Mem_Nodes,0,1,2,3,4,5,6,7
0-1,10603.5333333,7682.96666667,7501.83333333,10148.0333333,6818.93333333,4616.1,4532.63333333
0-2,7652.33333333,8340.56666667,8739.4,10766.3666667,11187.3666667,9907.43333333,7486.8
0-3,8126.93333333,6818.7,6870.7,8234.26666667,8291.06666667,7369.1,5568.3
0-4,11675.8666667,11708.6666667,11135.1,8047.16666667,6908.5,10499.7,6424.33333333
0-5,7715.16666667,7947.23333333,8041.96666667,6443.16666667,6636.3,8136.8,7140.8
0-6,6998.86666667,11970.3666667,10283.2333333,10511.7666667,7937.83333333,8260.33333333,7737.2
0-7,8282.2,13180.7333333,10330.4666667,7777.96666667,10092.6666667,9722.83333333,6812.16666667
1-2,8138.23333333,8876.96666667,12063.7666667,11135.7,11256.3666667,7092.86666667,11287.3
1-3,7861.93333333,7619.96666667,7555.5,8292.76666667,8231.56666667,6916.0,7829.5
1-4,11403.5666667,11404.4,11767.4333333,11656.5333333,8306.03333333,7618.16666667,7289.93333333
1-5,7662.26666667,8112.5,8228.43333333,7789.6,7625.06666667,7631.56666667,8184.3
1-6,7763.73333333,11450.8666667,11472.9,10696.0666667,7984.3,6652.43333333,12288.6666667
1-7,7583.0,11008.4333333,10280.8,8043.66666667,10888.7333333,7667.1,8636.83333333
2-3,3842.86666667,4540.8,4588.2,4539.2,4526.8,4199.83333333,4361.3
2-4,6956.66666667,9209.56666667,10505.6333333,10984.3666667,11005.9333333,11504.7333333,7054.66666667
2-5,7060.66666667,7115.63333333,7193.2,7262.36666667,7182.83333333,7970.4,7539.06666667
2-6,7400.9,9457.23333333,8546.03333333,11325.2,8226.96666667,11737.7,11741.9333333
2-7,7445.96666667,10932.4,9174.33333333,8109.23333333,11108.6,11325.8666667,11471.8
3-4,8087.73333333,7820.8,6303.56666667,7481.4,7717.86666667,7503.66666667,6941.13333333
3-5,6863.03333333,6371.96666667,5857.53333333,6533.83333333,6459.1,7695.1,6977.13333333
3-6,7531.33333333,7796.7,6851.3,8083.33333333,7565.06666667,8046.43333333,8061.7
3-7,8051.03333333,7503.16666667,7278.93333333,7505.46666667,8112.26666667,8103.83333333,8027.06666667
4-5,4280.93333333,4544.3,4558.23333333,4549.1,4565.63333333,4486.43333333,4303.16666667
4-6,8029.13333333,11568.9,11058.5333333,10917.2333333,8232.03333333,12027.1,7864.63333333
4-7,8633.46666667,11760.8,11476.3666667,8308.93333333,11481.6666667,11409.2,8161.0
5-6,7425.93333333,8169.83333333,8007.66666667,7733.23333333,6948.4,8102.56666667,8170.8
5-7,7936.4,8091.5,8122.06666667,7161.23333333,7897.96666667,8085.93333333,7774.6
6-7,4506.8,7954.43333333,7194.16666667,4480.8,4221.26666667,7801.13333333,7611.1
0-1,8611.33333333,9295.16666667,4117.63333333,4114.13333333,5945.63333333,3883.13333333,2411.16666667,2427.63333333
